a_account_type,a_fund_seg1,master_object,master_project,master_org,account_name,department,division,cy_revised,ly_actual,ly_actual_closed,ly2_actual,object_name,character_code,character_code_name,org_name,default_year,default_period,munis_year,munis_period,fund_name,dept_name,division_name,budget_projection_used,budget_org,budget_object,budget_project,ny_budget_prelim,ny_budget_adopted,ny2_budget_prelim,ny2_budget_adopted
E,201,800080, ,20100000,2011 LTGO & Refunding Interest,0,0,243600,257100,257100,270300,2011 LTGO & Refunding Interest,80,DEBT SVC-INT/OTHER,Debt Service Fund Admin       ,2019,1,2018,12,DEBT SERVICE FUND,NON-DEPARTMENTAL,Fund Administration,18,20100000,800080, ,224800,224800,205400,205400
E,201,800100, ,20100000,Bond Issue Costs - Refunding  ,0,0,0,0,0,79410,Bond Issue Costs - Refunding  ,80,DEBT SVC-INT/OTHER,Debt Service Fund Admin       ,2019,1,2018,12,DEBT SERVICE FUND,NON-DEPARTMENTAL,Fund Administration,18,20100000,800100, ,0,0,0,0
E,202,508300, ,20200000,Restricted Fund Balance Ending,0,0,165000,0,0,0,Restricted Fund-Balance Ending,FB,FUND BALANCE,LID Guaranty Fund Admin       ,2019,1,2018,12,LOCAL IMPRVT. DIST. GUARANTY,NON-DEPARTMENTAL,Fund Administration,18,20200000,508300, ,0,165000,0,165000
R,1,308400, ,100000,Beg Fund Balance - Committed  ,0,0,0,0,0,0,Beg Fund Balance - Committed  ,BF,BEG FD BAL,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,308400, ,0,0,0,0
R,1,308500, ,100000,Beg Fund Balance - Assigned   ,0,0,0,0,0,0,Beg Fund Balance - Assigned   ,BF,BEG FD BAL,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,308500, ,0,0,0,0
R,1,308900, ,100000,Beg Fund Balance - Unassigned ,0,0,-18197995,0,0,0,Beg Fund Balance - Unassigned ,BF,BEG FD BAL,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,308900, ,-23736990,-23736990,-23038755,-23038755
R,1,311100, ,100000,Property Tax                  ,0,0,-7055000,-6919638.26,-6919638.26,-6646645.64,Property Tax                  ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,311100, ,-7065000,-7065000,-7980000,-7980000
R,1,311104, ,100000,Property Tax KC Parks Levy    ,0,0,0,0,0,-95165.97,Property Tax KC Parks Levy    ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,311104, ,0,0,0,0
R,1,313110, ,100000,Sales Tax                     ,0,0,-7160000,-7524372.38,-7524372.38,-7086228.14,Sales Tax                     ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,313110, ,-7925000,-7925000,-8240000,-8240000
R,1,313120, ,100000,Sales Tax - Annexation Credit ,0,0,-940000,-892991.65,-892991.65,-837933.25,Sales Tax - Annexation Credit ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,313120, ,-980000,-980000,-510000,-510000
R,1,313710, ,1252120,Local Criminal Justice        ,8,12,-1465000,-1408268.46,-1408268.46,-1342861.35,Local Criminal Justice        ,31,TAXES,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,313710, ,-1600000,-1600000,-1635000,-1635000
R,1,316100, ,100000,Business & Occupation Tax     ,0,0,-1345000,-1514984.45,-1514984.45,-1402571.87,Business & Occupation Tax     ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,316100, ,-1575000,-1575000,-1605000,-1605000
R,1,316401, ,100000,Utility Tax Low Income Refund ,0,0,0,2895.36,2895.36,2202.6,Utility Tax Low Income Refund ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,316401, ,0,0,0,0
R,1,316410, ,100000,Electric Utility Tax          ,0,0,-215000,-200140.19,-200140.19,-188511.34,Electric Utility Tax          ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,316410, ,-210000,-210000,-215000,-215000
R,1,316430, ,100000,Natural Gas Utility Tax       ,0,0,-565000,-602726.04,-602726.04,-507242.42,Natural Gas Utility Tax       ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,316430, ,-575000,-575000,-590000,-590000
R,1,316460, ,100000,Cable Utility Tax             ,0,0,-825000,-801557.28,-801557.28,-760845.42,Cable Utility Tax             ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,316460, ,-805000,-805000,-830000,-830000
R,1,316470, ,100000,Telephone Utility Tax         ,0,0,-1000000,-973726.64,-973726.64,-1065345.06,Telephone Utility Tax         ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,316470, ,-890000,-890000,-890000,-890000
R,1,316810, ,100000,Gambling-Punch board/Pull tab ,0,0,0,-89047.06,-89047.06,-83340.24,Gambling-Punch board/Pull tab ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,316810, ,0,0,0,0
R,1,316820, ,100000,Gambling-Bingo and Raffles    ,0,0,0,0,0,0,Gambling-Bingo and Raffles    ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,316820, ,0,0,0,0
R,1,316830, ,100000,Gambling-Amusement Games      ,0,0,0,-1342.1,-1342.1,-1349.84,Gambling-Amusement Games      ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,316830, ,0,0,0,0
R,1,316840, ,100000,Gambling-Card Games           ,0,0,-455000,-362331.04,-362331.04,-377193.64,Gambling-Card Games           ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,316840, ,-460000,-460000,-460000,-460000
R,1,317200, ,100000,Leasehold Excise Taxes        ,0,0,0,-7025.69,-7025.69,-4024.54,Leasehold Excise Taxes        ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,317200, ,0,0,0,0
R,1,318110, ,100000,Admissions Tax                ,0,0,0,0,0,0,Admissions Tax                ,31,TAXES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,318110, ,0,0,0,0
R,1,321700, ,100000,Special Events Permits & Licen,0,0,0,-825,-825,-825,Special Events Permits & Licen,32,LICENSES & PERMITS,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,321700, ,-1000,-1000,-1000,-1000
R,1,321910, ,100000,Franchise Fees                ,0,0,-695000,-660015.75,-660015.75,-650890.51,Franchise Fees                ,32,LICENSES & PERMITS,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,321910, ,-635000,-635000,-655000,-655000
R,1,321911, ,851880,Franchise Fee/Comcast Video Eq,5,8,-30000,-27190.67,-27190.67,-29111.94,Franchise Fee/Comcast Video Eq,32,LICENSES & PERMITS,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,321911, ,-30000,-30000,-30000,-30000
R,1,321912, ,100000,Century Link PEG Fees         ,0,0,-1000,-8619.98,-8619.98,-509,Century Link PEG Fees         ,32,LICENSES & PERMITS,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,321912, ,-1000,-1000,-1000,-1000
R,1,321990, ,100000,Business Licenses             ,0,0,-315000,-325178.33,-325178.33,0,Business Licenses             ,32,LICENSES & PERMITS,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,321990, ,-325000,-325000,-325000,-325000
R,1,321991, ,100000,Rental Housing License Fee    ,0,0,-20000,-22910,-22910,-22730,Rental Housing License Fee    ,32,LICENSES & PERMITS,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,321991, ,-25000,-25000,-25000,-25000
R,1,322101, ,1455850,Building Permits              ,13,14,-600000,-531340.03,-531340.03,-670397.7,Building Permits              ,32,LICENSES & PERMITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,322101, ,-577000,-577000,-593000,-593000
R,1,322102, ,1455850,Mechanical Permit             ,13,14,0,-88787.7,-88787.7,-91864.7,Mechanical Permit             ,32,LICENSES & PERMITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,322102, ,0,0,0,0
R,1,322103, ,1455850,Plumbing Permit               ,13,14,0,-51042.5,-51042.5,-58555.15,Plumbing Permit               ,32,LICENSES & PERMITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,322103, ,0,0,0,0
R,1,322104, ,1455850,Fire Permit - City Admin      ,13,14,0,-4106.43,-4106.43,-4946.45,Fire Permit - City Admin      ,32,LICENSES & PERMITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,322104, ,0,0,0,0
R,1,322106, ,1455850,Electrical Permit             ,13,14,-125000,-162395.13,-162395.13,-209239.77,Electrical Permit             ,32,LICENSES & PERMITS,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,322106, ,-195000,-195000,-200000,-200000
R,1,322300, ,955430,Pet Licenses                  ,4,9,-50000,-41485,-41485,-44085,Pet Licenses                  ,32,LICENSES & PERMITS,Animal Control                ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,955430,322300, ,-45000,-45000,-45000,-45000
R,1,322400, ,1354190,Right of Way Use Permit       ,11,13,0,-550,-550,-119402.5,Right of Way Use Permit       ,32,LICENSES & PERMITS,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,322400, ,0,0,0,0
R,1,331161, ,952360,BJA SCAAP Grant               ,4,9,0,0,0,-387,BJA SCAAP Grant               ,33,INTERGOVT REVENUE,Jail Contract                 ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,952360,331161, ,0,0,0,0
R,1,331162, ,1252120,FY2012 COPS Hiring Grant SRO  ,8,12,0,0,0,0,FY2012 COPS Hiring Grant SRO  ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,331162, ,0,0,0,0
R,1,331163, ,1252120,FY2016 COPS Hiring Grant      ,8,12,-80000,-108000,-108000,0,FY2016 COPS Hiring Grant      ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,331163, ,-42000,-42000,0,0
R,1,331164, ,1252120,BJA FY 2011 JAG Grant         ,8,12,0,0,0,0,BJA FY 2011 JAG Grant         ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,331164, ,0,0,0,0
R,1,331210, ,1252120,USSS Elec Crimes Task Force   ,8,12,0,0,0,0,USSS Elec Crimes Task Force   ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,331210, ,0,0,0,0
R,1,333141, ,2955720,CDBG-Human Services           ,3,29,0,0,0,0,CDBG-Human Services           ,33,INTERGOVT REVENUE,Human Services                ,2019,1,2018,12,GENERAL,CITY MANAGER,Human Services,18,2955720,333141, ,0,-47000,0,-47000
R,1,333142, ,2955720,CDBG-Admin                    ,3,29,0,0,0,0,CDBG-Admin                    ,33,INTERGOVT REVENUE,Human Services                ,2019,1,2018,12,GENERAL,CITY MANAGER,Human Services,18,2955720,333142, ,0,-47000,0,-47000
R,1,333161, ,1252120,FY2012 JAG Grant              ,8,12,0,0,0,-2725.99,FY2012 JAG Grant              ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333161, ,0,0,0,0
R,1,333162, ,1252120,FY2013 JAG Grant              ,8,12,0,0,0,-12002.43,FY2013 JAG Grant              ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333162, ,0,0,0,0
R,1,333163, ,1252120,FY2014 JAG Grant              ,8,12,0,-14053.41,-14053.41,-11431.59,FY2014 JAG Grant              ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333163, ,0,0,0,0
R,1,333164, ,1252120,FY2015 JAG Grant              ,8,12,-20000,-5985.64,-5985.64,-2011.68,FY2015 JAG Grant              ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333164, ,0,0,0,0
R,1,333165, ,1252120,FY2016 JAG GRANT              ,8,12,0,0,0,0,FY2016 JAG GRANT              ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333165, ,-20000,-20000,-20000,-20000
R,1,333201, ,1252120,WTSC - Impaired Driving       ,8,12,0,0,0,0,WTSC - Impaired Driving       ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333201, ,-5000,-5000,-5000,-5000
R,1,333202, ,1252120,WASPC - NHTSA Grant           ,8,12,0,0,0,0,WASPC - NHTSA Grant           ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333202, ,0,0,0,0
R,1,333203, ,1252120,WTSC - Seat Belts             ,8,12,0,0,0,0,WTSC - Seat Belts             ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333203, ,0,0,0,0
R,1,333204, ,1252120,WTSC - Target Zero DUI        ,8,12,0,-5805.78,-5805.78,-2325.12,WTSC - Target Zero DUI        ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333204, ,0,0,0,0
R,1,333205, ,1252120,WTSC - Motorcycle Patrol      ,8,12,0,-486.42,-486.42,0,WTSC - Motorcycle Patrol      ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333205, ,0,0,0,0
R,1,333206, ,1252120,WTSC-DUI                      ,8,12,0,0,0,0,WTSC-DUI                      ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,333206, ,0,0,0,0
R,1,333450, ,1757100,WA St Arts Commission-Federal ,14,17,0,0,0,-2600,WA St Arts Commission-Federal ,33,INTERGOVT REVENUE,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,333450, ,-2600,-2600,-2600,-2600
R,1,334031, ,1555860,WA Dept of Ecology            ,13,15,-25000,0,0,0,WA Dept of Ecology            ,33,INTERGOVT REVENUE,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,334031, ,0,0,0,0
R,1,336060,21,1252120,MVET - Crim Jus/Pop (Violent) ,8,12,-65000,-14269.87,-14269.87,-27020.12,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,21,-15000,-15000,-20000,-20000
R,1,336060,21,1252120,MVET - Crim Jus/Pop (Violent) ,8,12,-65000,-14269.87,-14269.87,-27020.12,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,25,-85000,-85000,-85000,-85000
R,1,336060,21,1252120,MVET - Crim Jus/Pop (Violent) ,8,12,-65000,-14269.87,-14269.87,-27020.12,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,26,-55000,-55000,-60000,-60000
R,1,336060,21,1252120,MVET - Crim Jus/Pop (Violent) ,8,12,-65000,-14269.87,-14269.87,-27020.12,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,51,-7500,-7500,-7500,-7500
R,1,336060,25,1252120,MVET - Crim Jus - DCD #4      ,8,12,-80000,-88088.22,-88088.22,-83960.32,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,21,-15000,-15000,-20000,-20000
R,1,336060,25,1252120,MVET - Crim Jus - DCD #4      ,8,12,-80000,-88088.22,-88088.22,-83960.32,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,25,-85000,-85000,-85000,-85000
R,1,336060,25,1252120,MVET - Crim Jus - DCD #4      ,8,12,-80000,-88088.22,-88088.22,-83960.32,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,26,-55000,-55000,-60000,-60000
R,1,336060,25,1252120,MVET - Crim Jus - DCD #4      ,8,12,-80000,-88088.22,-88088.22,-83960.32,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,51,-7500,-7500,-7500,-7500
R,1,336060,26,1252120,Crim Justice-Special Prog     ,8,12,-50000,-51739.32,-51739.32,-49588.22,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,21,-15000,-15000,-20000,-20000
R,1,336060,26,1252120,Crim Justice-Special Prog     ,8,12,-50000,-51739.32,-51739.32,-49588.22,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,25,-85000,-85000,-85000,-85000
R,1,336060,26,1252120,Crim Justice-Special Prog     ,8,12,-50000,-51739.32,-51739.32,-49588.22,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,26,-55000,-55000,-60000,-60000
R,1,336060,26,1252120,Crim Justice-Special Prog     ,8,12,-50000,-51739.32,-51739.32,-49588.22,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,51,-7500,-7500,-7500,-7500
R,1,336060,42,100000,Marijuana Excise Tax          ,0,0,-18000,-15958.41,-15958.41,0,State Shared Revenue          ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,336060,42,-60000,-60000,-60000,-60000
R,1,336060,42,100000,Marijuana Excise Tax          ,0,0,-18000,-15958.41,-15958.41,0,State Shared Revenue          ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,336060,94,-270000,-270000,-275000,-275000
R,1,336060,42,100000,Marijuana Excise Tax          ,0,0,-18000,-15958.41,-15958.41,0,State Shared Revenue          ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,336060,95,-430000,-430000,-435000,-435000
R,1,336060,51,1252120,DUI-Cities                    ,8,12,-10000,-7544.19,-7544.19,-7596.82,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,21,-15000,-15000,-20000,-20000
R,1,336060,51,1252120,DUI-Cities                    ,8,12,-10000,-7544.19,-7544.19,-7596.82,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,25,-85000,-85000,-85000,-85000
R,1,336060,51,1252120,DUI-Cities                    ,8,12,-10000,-7544.19,-7544.19,-7596.82,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,26,-55000,-55000,-60000,-60000
R,1,336060,51,1252120,DUI-Cities                    ,8,12,-10000,-7544.19,-7544.19,-7596.82,State Shared Revenue          ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,336060,51,-7500,-7500,-7500,-7500
R,1,336060,94,100000,Liquor Excise Tax             ,0,0,-245000,-243840.58,-243840.58,-232142.05,State Shared Revenue          ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,336060,42,-60000,-60000,-60000,-60000
R,1,336060,94,100000,Liquor Excise Tax             ,0,0,-245000,-243840.58,-243840.58,-232142.05,State Shared Revenue          ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,336060,94,-270000,-270000,-275000,-275000
R,1,336060,94,100000,Liquor Excise Tax             ,0,0,-245000,-243840.58,-243840.58,-232142.05,State Shared Revenue          ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,336060,95,-430000,-430000,-435000,-435000
R,1,336060,95,100000,Liquor Board Profits          ,0,0,-415000,-422143.35,-422143.35,-420463.05,State Shared Revenue          ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,336060,42,-60000,-60000,-60000,-60000
R,1,336060,95,100000,Liquor Board Profits          ,0,0,-415000,-422143.35,-422143.35,-420463.05,State Shared Revenue          ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,336060,94,-270000,-270000,-275000,-275000
R,1,336060,95,100000,Liquor Board Profits          ,0,0,-415000,-422143.35,-422143.35,-420463.05,State Shared Revenue          ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,336060,95,-430000,-430000,-435000,-435000
R,1,337100, ,100000,Intergovernmental Revenue     ,0,0,-172000,-3000,-3000,-124097.77,Intergovernmental Revenue     ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,337100, ,-130000,-36000,-130000,-36000
R,1,337100, ,455870,Intergovernmental Revenue     ,3,4,0,-48761.73,-48761.73,0,Intergovernmental Revenue     ,33,INTERGOVT REVENUE,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,337100, ,0,0,0,0
R,1,337100, ,1252120,King County EMS Proj Rampart  ,8,12,0,0,0,0,Intergovernmental Revenue     ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,337100, ,-78500,0,-78500,0
R,1,337100, ,1455850,Intergovernmental Revenue     ,13,14,0,-30000,-30000,0,Intergovernmental Revenue     ,33,INTERGOVT REVENUE,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,337100, ,0,0,0,0
R,1,337100, ,1757100,Intergovernmental Revenue     ,14,17,0,-22150,-22150,0,Intergovernmental Revenue     ,33,INTERGOVT REVENUE,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,337100, ,-11000,-11000,-11000,-11000
R,1,337104, ,1252120,SRO Reimbursement             ,8,12,0,-78500,-78500,0,SRO Reimbursement             ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,337104, ,0,-78500,0,-78500
R,1,337106, ,1756900,Senior Center - KC Funding    ,14,17,-128000,-11171,-11171,-10877,Senior Center - KC Funding    ,33,INTERGOVT REVENUE,Senior Services               ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1756900,337106, ,-10000,-10000,-10000,-10000
R,1,337107, ,1756900,King County EMS Shapeup Grant ,14,17,-15000,-20500.01,-20500.01,-21247.84,King County EMS Shapeup Grant ,33,INTERGOVT REVENUE,Senior Services               ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1756900,337107, ,-23000,-23000,-23000,-23000
R,1,337110, ,100000,Intergovt Seattle City Light  ,0,0,-1025000,-1106054.13,-1106054.13,-975481.11,Intergovt Seattle City Light  ,33,INTERGOVT REVENUE,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,337110, ,-1245000,-1245000,-1335000,-1335000
R,1,337220, ,1252120,Intergov't-KCFD#2/Arson       ,8,12,-15000,-20092,-20092,-11507,Intergov't-KCFD#2/Arson       ,33,INTERGOVT REVENUE,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,337220, ,-15000,-15000,-15000,-15000
R,1,341220, ,951250,Civil Filing Fees             ,4,9,0,0,0,0,Civil Filing Fees             ,34,CHARGES FOR SERVICES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,341220, ,0,0,0,0
R,1,341330, ,951250,Warrant Fees                  ,4,9,-10000,-7871.59,-7871.59,-8232.46,Warrant Fees                  ,34,CHARGES FOR SERVICES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,341330, ,-10000,-10000,-10000,-10000
R,1,341350, ,951250,Other Local Court Fees        ,4,9,0,0,0,0,Other Local Court Fees        ,34,CHARGES FOR SERVICES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,341350, ,0,0,0,0
R,1,341430, ,100000,King County Pet License Rebate,0,0,0,-411,-411,-421,King County Pet License Rebate,34,CHARGES FOR SERVICES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,341430, ,0,0,0,0
R,1,341490, ,951250,Shared Court Costs            ,4,9,-25000,-25469.14,-25469.14,-24433.87,Shared Court Costs            ,34,CHARGES FOR SERVICES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,341490, ,-25000,-25000,-25000,-25000
R,1,341700, ,100000,Sales of Maps & Publications  ,0,0,0,-5,-5,0,Sales of Maps & Publications  ,34,CHARGES FOR SERVICES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,341700, ,0,0,0,0
R,1,341810, ,100000,Copying/Printing & Other Fees ,0,0,0,-2254.43,-2254.43,-1279.99,Copying/Printing & Other Fees ,34,CHARGES FOR SERVICES,General Fund Admin            ,2019,1,2018,12,GENERAL,NON-DEPARTMENTAL,Fund Administration,18,100000,341810, ,0,0,0,0
R,1,342100, ,951250,DNA Collector Fee             ,4,9,0,0,0,-20,DNA Collector Fee             ,34,CHARGES FOR SERVICES,Municipal Court               ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951250,342100, ,0,0,0,0
